Internal id,first_name,last_name,full_name,email,phone,City,address,Longitude,Latitude,Annual revenues,Profession,Employer,Employer Reg number,Role,Street Reference,Street nr,Nationality
86-1248805,Yurik,Grayer,Yurik Grayer,ygrayerkx@mtv.com,235-197-6184,Homestead,"768 Jefferson Drive, Homestead, Florida",-80.46279,25.45716,317272.04,Software Test Engineer I,,,Client,3140,768,United States
38-2610306,Krishnah,Bushell,Krishnah Bushell,kbushellky@amazon.co.jp,616-553-7270,Palmetto Bay,"1805 South Cartee Road, Palmetto Bay, Florida",-80.30597,25.64017,392308.24,Sales Representative,,,Client,5607,1805,United States
15-7545740,Rice,Warren,Rice Warren,rwarrenkz@psu.edu,171-170-8762,Pompano Beach,"83 Northwest 12th Terrace, Pompano Beach, Florida",-80.13912,26.24019,38958.27,Information Systems Manager,,,Client,6336,83,United States
36-4760847,Nobe,Quainton,Nobe Quainton,nquaintonl0@trellian.com,598-340-0750,Miami,"103 Northwest 20th Terrace, Miami, Florida",-80.19967,25.79595,306127.12,General Manager,,,Client,4643,103,North Korea
78-7926923,Arv,Lum,Arv Lum,aluml1@privacy.gov.au,793-125-2425,Pinecrest,"1479 Moss Ranch Road, Pinecrest, Florida",-80.28781,25.65382,48428.1,Staff Accountant I,,,Client,5847,1479,France
51-8092504,Thain,Bessant,Thain Bessant,tbessantl2@nationalgeographic.com,523-326-4725,Kendall,"1950 West Perimeter Road, Kendall, Florida",-80.37837,25.67536,335100.64,Administrative Assistant II,,,Client,4238,1950,China
89-7982593,Charles,Bemrose,Charles Bemrose,cbemrosel3@fda.gov,502-819-4115,Pompano Beach,"1953 Southwest 1st Drive, Pompano Beach, Florida",-80.12425,26.22094,139729.94,Systems Administrator I,,,Client,6619,1953,China
71-9358755,Hugh,Walley,Hugh Walley,hwalleyl4@delicious.com,213-823-4633,Delray Beach,"581 Northwest 16th Street, Delray Beach, Florida",-80.09671,26.48121,144832.08,Programmer Analyst I,,,Client,1516,581,Russia
15-5090623,Gare,Kiera,Gare Kiera,gkieral5@epa.gov,127-793-8846,Fort Lauderdale,"1237 Northwest 69th Court, Fort Lauderdale, Florida",-80.18561,26.20879,214754.64,Legal Assistant,,,Client,2735,1237,China
05-8558933,Cyrill,Glascott,Cyrill Glascott,cglascottl6@thetimes.co.uk,573-945-1596,Fort Lauderdale,"1082 Northwest 25th Terrace, Fort Lauderdale, Florida",-80.17600,26.13912,52860.77,VP Marketing,,,Client,2623,1082,United States
75-5021385,Michale,Blunden,Michale Blunden,mblundenl7@simplemachines.org,531-531-3751,Palmetto Bay,"1429 Southwest 169th Street, Palmetto Bay, Florida",-80.31635,25.61390,38149.43,Desktop Support Technician,,,Client,5695,1429,United States
90-6009575,Fielding,Pratton,Fielding Pratton,fprattonl8@unesco.org,316-154-9664,Miami,"904 Carnival Arts Bridge, Miami, Florida",-80.18916,25.78792,117106.41,Teacher,,,Client,4292,904,United States
20-0624709,Nicko,Beasant,Nicko Beasant,nbeasantl9@dedecms.com,359-560-9294,Deerfield Beach,"1007 Northeast 2nd Avenue, Deerfield Beach, Florida",-80.12176,26.29195,70739.7,Pharmacist,,,Client,540,1007,United States
25-4489365,Alfred,Semens,Alfred Semens,asemensla@mapy.cz,242-781-5804,Deerfield Beach,"109 Woodlands Lane, Deerfield Beach, Florida",-80.13099,26.31963,254418.51,Teacher,,,Client,1062,109,United States
13-6461073,Freddie,Billows,Freddie Billows,fbillowslb@gnu.org,639-503-6732,Kendall,"1789 Southwest 95th Terrace, Kendall, Florida",-80.38589,25.67941,376148.76,Senior Financial Analyst,,,Client,4205,1789,France
27-6152160,Dennison,Pain,Dennison Pain,dpainlc@miibeian.gov.cn,285-287-3632,Deerfield Beach,"1140 Alba Circle, Deerfield Beach, Florida",-80.14991,26.32673,257942.21,VP Sales,,,Client,356,1140,United States
11-4180801,James,Grzelczak,James Grzelczak,jgrzelczakld@marriott.com,841-745-7257,Delray Beach,"1356 Bolender Drive, Delray Beach, Florida",-80.06809,26.43594,233423.67,Administrative Assistant IV,,,Client,1134,1356,China
10-8643655,Morse,Cappleman,Morse Cappleman,mcapplemanle@berkeley.edu,938-316-8577,Cutler Bay,"1978 Southwest 106th Court, Cutler Bay, Florida",-80.36381,25.57862,327071.98,Staff Scientist,,,Client,103,1978,United States
20-9854926,George,Shand,George Shand,gshandlf@discuz.net,170-839-2625,Kendall,"1795 Southwest 92nd Court, Kendall, Florida",-80.34230,25.64160,411494.25,Engineer IV,,,Client,4177,1795,China
45-7441157,Cos,Philp,Cos Philp,cphilplg@baidu.com,369-403-7174,Homestead,"1630 Northwest 11th Avenue, Homestead, Florida",-80.49114,25.48626,43728.77,Programmer Analyst III,,,Client,3331,1630,North Korea
71-6172861,Darby,Stuther,Darby Stuther,dstutherlh@networksolutions.com,637-272-0480,Fort Lauderdale,"1831 Southwest 1st Terrace, Fort Lauderdale, Florida",-80.14089,26.08624,422386.82,Recruiting Manager,,,Client,2950,1831,United States
04-1636085,Gunther,Broschek,Gunther Broschek,gbroschekli@linkedin.com,859-237-3705,Homestead,"73 SE 2nd Street, Homestead, Florida",-80.44646,25.46771,119156.69,Systems Administrator I,,,Client,3426,73,United States
87-8789348,Lincoln,Vezey,Lincoln Vezey,lvezeylj@hud.gov,233-850-1879,Delray Beach,"616 West Mallory Circle, Delray Beach, Florida",-80.06765,26.45529,192475.35,Analyst Programmer,,,Client,1874,616,United States
31-9743993,Yul,Filov,Yul Filov,yfilovlk@unc.edu,889-684-2258,Deerfield Beach,"610 Northwest 12th Avenue, Deerfield Beach, Florida",-80.11990,26.32092,418327.1,Programmer Analyst I,,,Client,626,610,United States
66-1923614,Nat,Atger,Nat Atger,natgerll@google.co.jp,348-637-8452,Miami,"525 Southwest 27th Terrace, Miami, Florida",-80.23343,25.74067,27026.47,Staff Accountant I,,,Client,4989,525,China
78-7614260,Kincaid,Jouannisson,Kincaid Jouannisson,kjouannissonlm@addtoany.com,727-916-4171,Homestead,"37 SE 16th Avenue, Homestead, Florida",-80.45188,25.45885,184443.66,Chief Design Engineer,,,Client,3404,37,China
97-4966590,Bear,Fountaine,Bear Fountaine,bfountaineln@example.com,521-361-5505,Miami,"632 Northeast 63rd Terrace, Miami, Florida",-80.19281,25.83419,331817.91,Human Resources Manager,,,Client,4529,632,France
43-5756262,Claiborne,Dunsire,Claiborne Dunsire,cdunsirelo@sciencedaily.com,588-761-2201,Edgewater,"425 San Remo Circle, Edgewater, Florida",-80.88566,28.94664,17815.41,Research Assistant IV,,,Client,2096,425,Russia
35-9094647,Bernarr,Hawford,Bernarr Hawford,bhawfordlp@cmu.edu,150-486-5867,Pompano Beach,"317 Northwest 10th Drive, Pompano Beach, Florida",-80.14576,26.24108,340238.29,Information Systems Manager,,,Client,6322,317,North Korea
21-2308805,Enrique,Veazey,Enrique Veazey,eveazeylq@delicious.com,953-525-5700,Fort Lauderdale,"396 Southeast 21st Street, Fort Lauderdale, Florida",-80.11243,26.09531,177385.11,Human Resources Assistant IV,,,Client,2860,396,United States
94-7724970,Corbet,Temperley,Corbet Temperley,ctemperleylr@mtv.com,809-244-5497,Miami,"1350 Northeast Bayshore Drive, Miami, Florida",-80.18091,25.83056,336522.75,Developer II,,,Client,4582,1350,France
62-8370269,Antonio,Tuley,Antonio Tuley,atuleyls@instagram.com,146-484-6203,Homestead,"1827 Southeast 23rd Place, Homestead, Florida",-80.44158,25.45240,387523.56,Project Manager,,,Client,3553,1827,United States
77-0944930,Gearard,Sonner,Gearard Sonner,gsonnerlt@ning.com,193-601-3548,Fort Lauderdale,"407 Northeast 21st Drive, Fort Lauderdale, Florida",-80.11417,26.20156,11998.13,Media Manager IV,,,Client,2373,407,United States
15-2870662,Cazzie,Cossell,Cazzie Cossell,ccosselllu@boston.com,284-614-1626,Delray Beach,"284 Circle Drive, Delray Beach, Florida",-80.10711,26.46660,179136.12,Operator,,,Client,1170,284,United States
02-5497200,Llywellyn,Worvell,Llywellyn Worvell,lworvelllv@seattletimes.com,276-884-9618,Deerfield Beach,"186 Eastridge Circle, Deerfield Beach, Florida",-80.13389,26.28072,399493.31,Database Administrator IV,,,Client,420,186,United States
47-0464787,Bradley,Hacket,Bradley Hacket,bhacketlw@g.co,277-425-7662,Delray Beach,"1440 High Point Drive, Delray Beach, Florida",-80.10400,26.46335,363931.38,Administrative Officer,,,Client,1332,1440,France
78-2040377,Sheppard,Lunk,Sheppard Lunk,slunklx@last.fm,706-618-8555,Deerfield Beach,"1044 Southwest 5th Avenue, Deerfield Beach, Florida",-80.10999,26.29958,375452.32,VP Product Management,,,Client,987,1044,United States
54-1410535,Norrie,Dutchburn,Norrie Dutchburn,ndutchburnly@state.tx.us,174-158-3188,Delray Beach,"1359 Northwest 47th Avenue, Delray Beach, Florida",-80.11736,26.47065,158245.79,Clinical Specialist,,,Client,1574,1359,France
59-7313242,Kleon,Kierans,Kleon Kierans,kkieranslz@edublogs.org,745-829-8174,Deerfield Beach,"581 Northeast 44th Street, Deerfield Beach, Florida",-80.11751,26.28483,271673.79,Graphic Designer,,,Client,565,581,United States
85-9904742,Brigg,Attree,Brigg Attree,battreem0@163.com,533-331-0891,Edgewater,"1900 Denson Drive, Edgewater, Florida",-80.89221,28.96173,76554.82,Administrative Assistant IV,,,Client,1954,1900,Russia
63-3121887,Anthony,Storr,Anthony Storr,astorrm1@nifty.com,715-741-7061,Fort Lauderdale,"119 Northwest 6th Place, Fort Lauderdale, Florida",-80.17025,26.13063,188284.22,Engineer IV,,,Client,2740,119,Russia
36-6071213,Huberto,Bedwell,Huberto Bedwell,hbedwellm2@digg.com,455-997-2511,Miami,"1528 Northwest 14th Court, Miami, Florida",-80.22068,25.80389,70844.32,VP Product Management,,,Client,4616,1528,North Korea
58-3004799,Bar,Brierly,Bar Brierly,bbrierlym3@blog.com,989-844-5919,Homestead,"1058 SE 16th Road, Homestead, Florida",-80.45410,25.44658,77438.48,Financial Advisor,,,Client,3405,1058,North Korea
94-9341057,Cirstoforo,Reven,Cirstoforo Reven,crevenm4@mozilla.com,833-935-0019,Pinecrest,"1408 Southwest 87th Terrace, Pinecrest, Florida",-80.29558,25.69015,67090.12,Data Coordiator,,,Client,6032,1408,United States
09-5084364,Izak,Hovert,Izak Hovert,ihovertm5@jimdo.com,815-929-3691,Miami Gardens,"204 Northwest 168th Terrace, Miami Gardens, Florida",-80.27221,25.92685,363772.81,Account Coordinator,,,Client,5260,204,United States
54-9939236,Dominic,Bussel,Dominic Bussel,dbusselm6@i2i.jp,447-363-2657,Delray Beach,"534 Azalea Road, Delray Beach, Florida",-80.06306,26.44929,154776.48,Cost Accountant,,,Client,1108,534,France
18-1807521,Morey,Damiata,Morey Damiata,mdamiatam7@tiny.cc,105-414-9896,Pompano Beach,"195 Northwest 1st Avenue, Pompano Beach, Florida",-80.12388,26.26157,435004.75,Operator,,,Client,6378,195,United States
33-3020209,Rubin,Muslim,Rubin Muslim,rmuslimm8@chronoengine.com,142-678-8167,Deerfield Beach,"1462 Northwest 42nd Way, Deerfield Beach, Florida",-80.16131,26.31926,300662.61,Cost Accountant,,,Client,696,1462,United States
67-4034192,Jozef,Mallam,Jozef Mallam,jmallamm9@smugmug.com,232-751-6901,Pompano Beach,"2000 Fairway Drive, Pompano Beach, Florida",-80.16945,26.23956,368100.3,General Manager,,,Client,6107,2000,United States
42-2695657,Derril,Perton,Derril Perton,dpertonma@gnu.org,796-338-1735,Pompano Beach,"1608 Northwest 2nd Terrace, Pompano Beach, Florida",-80.12677,26.25659,180891.25,Research Nurse,,,Client,6426,1608,United States
90-4332154,Deane,Gwinnel,Deane Gwinnel,dgwinnelmb@de.vu,943-782-4618,Pompano Beach,"210 Southwest 1st Way, Pompano Beach, Florida",-80.12585,26.22075,81489.38,Engineer III,,,Client,6623,210,France
80-2439770,Sergent,Van Halle,Sergent Van Halle,svanmc@wikia.com,976-274-4316,Homestead,"407 North Flagler Avenue, Homestead, Florida",-80.46901,25.47694,305967.4,Senior Financial Analyst,,,Client,3184,407,Russia
70-1415957,Ingelbert,Van Schafflaer,Ingelbert Van Schafflaer,ivanmd@yolasite.com,276-633-2077,Deerfield Beach,"719 Hillsboro Technology Drive, Deerfield Beach, Florida",-80.11344,26.32195,62815.91,Compensation Analyst,,,Client,472,719,Russia
57-3768970,Rowen,Middlebrook,Rowen Middlebrook,rmiddlebrookme@sfgate.com,741-850-9832,Palmetto Bay,"1446 Wayne Avenue, Palmetto Bay, Florida",-80.35078,25.60164,170107.2,Social Worker,,,Client,5827,1446,United States
49-8358148,Morty,Sodory,Morty Sodory,msodorymf@4shared.com,213-461-9048,Homestead,"1900 Southeast 25th Lane, Homestead, Florida",-80.44103,25.46453,48251.16,Budget/Accounting Analyst I,,,Client,3565,1900,United States
81-4100587,Delaney,Jolin,Delaney Jolin,djolinmg@google.es,120-715-3109,Pinecrest,"95 Vista Lane, Pinecrest, Florida",-80.28656,25.65667,323489.67,Physical Therapy Assistant,,,Client,6051,95,United States
00-0845601,Mata,Ledster,Mata Ledster,mledstermh@diigo.com,196-457-9460,Miami,"1881 Southwest 46th Avenue, Miami, Florida",-80.27069,25.76530,51187.89,Editor,,,Client,5049,1881,China
13-8557247,Glynn,Morad,Glynn Morad,gmoradmi@goodreads.com,239-860-2769,Fort Lauderdale,"541 Southwest 21st Court, Fort Lauderdale, Florida",-80.18386,26.09544,213577.46,Nurse Practicioner,,,Client,2959,541,United States
13-1205675,Arne,Wardhaw,Arne Wardhaw,awardhawmj@yandex.ru,851-433-5202,Fort Lauderdale,"1963 Cooley Avenue, Fort Lauderdale, Florida",-80.15036,26.11771,255512.07,Biostatistician II,,,Client,2211,1963,Russia
50-0450102,Keary,Wrenn,Keary Wrenn,kwrennmk@webmd.com,483-581-1933,Homestead,"1418 Southwest 296th Street, Homestead, Florida",-80.50202,25.49161,359583.07,Geological Engineer,,,Client,3678,1418,United States
97-2941736,Aldis,Dicty,Aldis Dicty,adictyml@rakuten.co.jp,785-170-3111,Deerfield Beach,"259 Northwest 8th Lane, Deerfield Beach, Florida",-80.13527,26.28165,12525.57,Occupational Therapist,,,Client,762,259,North Korea
96-0536657,Albert,Jersh,Albert Jersh,ajershmm@flickr.com,980-497-8421,Miami,"1584 Northeast 5th Street, Miami, Florida",-80.19045,25.77908,222910.61,Sales Representative,,,Client,4524,1584,United States
54-4080490,Rochester,Spitaro,Rochester Spitaro,rspitaromn@mediafire.com,129-838-4178,Kendall,"453 Southwest 98th Place, Kendall, Florida",-80.35410,25.64627,423420.39,Assistant Media Planner,,,Client,4226,453,United States
27-4604134,Arnoldo,Tithecott,Arnoldo Tithecott,atithecottmo@admin.ch,969-884-2042,Deerfield Beach,"1798 Northwest 38th Court, Deerfield Beach, Florida",-80.12779,26.27729,331196.12,Executive Secretary,,,Client,664,1798,Russia
43-2573133,Skip,Laydel,Skip Laydel,slaydelmp@amazon.de,111-245-3479,Fort Lauderdale,"248 Slocum Street, Fort Lauderdale, Florida",-80.17289,26.09063,315040.38,Associate Professor,,,Client,2804,248,France
43-8864533,Marwin,Olden,Marwin Olden,moldenmq@hibu.com,431-238-5098,Fort Lauderdale,"1062 Southwest 13rd Avenue, Fort Lauderdale, Florida",-80.15819,26.09441,383961.62,Financial Advisor,,,Client,2910,1062,China
12-2927821,Gerri,de Quesne,Gerri de Quesne,gdemr@flickr.com,338-892-8873,Fort Lauderdale,"1016 Mango Isle, Fort Lauderdale, Florida",-80.15621,26.10503,408902.41,Quality Control Specialist,,,Client,2285,1016,China
21-0934912,Aharon,Roch,Aharon Roch,arochms@ameblo.jp,934-620-3906,Miami,"1778 Northwest 22nd Avenue, Miami, Florida",-80.23144,25.79245,227599.78,Senior Developer,,,Client,4648,1778,United States
47-6923135,Paul,Grimmett,Paul Grimmett,pgrimmettmt@imageshack.us,801-893-9669,Cutler Bay,"1798 Southwest 88th Road, Cutler Bay, Florida",-80.33505,25.59617,250404.98,Internal Auditor,,,Client,288,1798,Russia
38-5843175,Fin,Fellos,Fin Fellos,ffellosmu@salon.com,937-469-5316,Cutler Bay,"457 Southwest 89th Place, Cutler Bay, Florida",-80.33706,25.55798,43491.95,Health Coach III,,,Client,292,457,Russia
38-6769879,Tuckie,Esson,Tuckie Esson,tessonmv@yelp.com,979-993-5744,Delray Beach,"1865 Northwest 17th Street, Delray Beach, Florida",-80.07535,26.48259,262532.91,Automation Specialist III,,,Client,1518,1865,United States
73-1055420,Vail,Hasloch,Vail Hasloch,vhaslochmw@slashdot.org,417-177-1507,Deerfield Beach,"826 Woodlands Lane, Deerfield Beach, Florida",-80.13099,26.31963,410829.08,Marketing Manager,,,Client,1062,826,United States
87-0911704,Quill,Pembery,Quill Pembery,qpemberymx@deviantart.com,726-326-3610,Kendall,"1249 Southwest 70th Lane, Kendall, Florida",-80.37297,25.70235,368692.73,Software Engineer II,,,Client,4050,1249,United States
87-8729891,Maddie,Limming,Maddie Limming,mlimmingmy@wunderground.com,943-619-0830,Palmetto Bay,"516 Southwest 171st Terrace, Palmetto Bay, Florida",-80.33867,25.61093,209904.62,Analyst Programmer,,,Client,5705,516,United States
25-5802077,Earl,Shepeard,Earl Shepeard,eshepeardmz@delicious.com,936-277-1181,Cutler Bay,"1040 208th Lane, Cutler Bay, Florida",-80.35883,25.57305,204573.27,Marketing Manager,,,Client,6,1040,United States
35-3044513,Leighton,Sargent,Leighton Sargent,lsargentn0@foxnews.com,664-146-3114,Fort Lauderdale,"130 Northwest 22nd Way, Fort Lauderdale, Florida",-80.17343,26.15677,401883.07,Nuclear Power Engineer,,,Client,2608,130,Russia
41-5539199,Yard,Hebdon,Yard Hebdon,yhebdonn1@japanpost.jp,314-388-3914,Delray Beach,"897 South Drive, Delray Beach, Florida",-80.10418,26.46603,10659.91,Clinical Specialist,,,Client,1709,897,United States
30-5377682,Flemming,Burnand,Flemming Burnand,fburnandn2@topsy.com,797-566-5494,Miami,"950 Swanson Avenue, Miami, Florida",-80.23432,25.73729,25028.55,Marketing Manager,,,Client,5117,950,France
93-0195605,Rossy,Robertazzi,Rossy Robertazzi,rrobertazzin3@apple.com,691-383-6344,Fort Lauderdale,"1380 Laguna Drive, Fort Lauderdale, Florida",-80.11795,26.10592,202999.02,Compensation Analyst,,,Client,2273,1380,United States
25-9517809,Vasili,Margrett,Vasili Margrett,vmargrettn4@biglobe.ne.jp,971-533-7212,Deerfield Beach,"775 Lyndhurst I, Deerfield Beach, Florida",-80.14047,26.31143,133204.93,Assistant Manager,,,Client,506,775,United States
33-8281170,Ross,Carradice,Ross Carradice,rcarradicen5@blogtalkradio.com,643-646-6302,Delray Beach,"912 Southeast 2nd Street, Delray Beach, Florida",-80.06900,26.45802,76623.89,Environmental Specialist,,,Client,1725,912,United States
98-5130161,Bink,Hoodless,Bink Hoodless,bhoodlessn6@bloglovin.com,940-411-8567,Pompano Beach,"604 Northwest 4th Street, Pompano Beach, Florida",-80.15558,26.23488,171105.64,Senior Sales Associate,,,Client,6456,604,China
19-3933576,Gordy,Hatcher,Gordy Hatcher,ghatchern7@bluehost.com,534-108-0560,Deerfield Beach,"868 Woodlands Place, Deerfield Beach, Florida",-80.13125,26.31964,342098.13,Nuclear Power Engineer,,,Client,1063,868,United States
39-4168803,Fin,Trytsman,Fin Trytsman,ftrytsmann8@answers.com,138-484-1850,Deerfield Beach,"972 Northeast 2nd Way, Deerfield Beach, Florida",-80.12157,26.28189,43461.34,Systems Administrator I,,,Client,544,972,United States
29-9866145,Packston,Gaunter,Packston Gaunter,pgauntern9@purevolume.com,552-518-3733,Fort Lauderdale,"363 Nassau Lane, Fort Lauderdale, Florida",-80.19562,26.08935,247162.33,Data Coordiator,,,Client,2296,363,North Korea
42-8200265,Michel,Hamel,Michel Hamel,mhamelna@scribd.com,378-584-7384,Fort Lauderdale,"1689 Northwest 14th Terrace, Fort Lauderdale, Florida",-80.16142,26.14449,289276.39,Software Engineer I,,,Client,2552,1689,United States
47-1110734,Kile,Brahams,Kile Brahams,kbrahamsnb@netlog.com,944-315-9147,Miami,"519 Northwest 40th Avenue, Miami, Florida",-80.26193,25.77876,204705.96,Accountant IV,,,Client,4709,519,North Korea
12-9086945,Vincenz,Foulis,Vincenz Foulis,vfoulisnc@woothemes.com,490-562-7823,Deerfield Beach,"245 Woodlands Lane, Deerfield Beach, Florida",-80.13099,26.31963,82391.46,Social Worker,,,Client,1062,245,North Korea
52-7743037,Gordon,Kennedy,Gordon Kennedy,gkennedynd@shinystat.com,388-905-1522,Homestead,"533 Northwest 3rd Avenue, Homestead, Florida",-80.48256,25.47712,164595.08,Web Developer II,,,Client,3365,533,United States
46-1885187,Padraig,Montgomery,Padraig Montgomery,pmontgomeryne@skyrock.com,783-290-7142,Kendall,"1925 Southwest 75th Lane, Kendall, Florida",-80.36383,25.69799,308416.56,Staff Scientist,,,Client,4069,1925,France
91-4605657,Uriel,Leaburn,Uriel Leaburn,uleaburnnf@springer.com,826-928-5239,Edgewater,"833 3rd Street, Edgewater, Florida",-80.89830,28.97924,20792,Paralegal,,,Client,1917,833,China
71-7376516,Monroe,Dudden,Monroe Dudden,mduddenng@cbsnews.com,292-165-5313,Palmetto Bay,"1402 Southwest 150th Street, Palmetto Bay, Florida",-80.31680,25.63150,405905.75,Junior Executive,,,Client,5647,1402,United States
08-9393179,Ignatius,Pledger,Ignatius Pledger,ipledgernh@nytimes.com,109-890-5066,Delray Beach,"1452 Casita Way, Delray Beach, Florida",-80.10358,26.44925,204096.84,Desktop Support Technician,,,Client,1164,1452,France
55-1815735,Dag,Berrey,Dag Berrey,dberreyni@comcast.net,805-936-3237,Edgewater,"648 Sea Hawk Court, Edgewater, Florida",-80.89711,28.96520,305836.91,Cost Accountant,,,Client,2103,648,United States
51-7887004,Arley,Boraston,Arley Boraston,aborastonnj@ibm.com,332-953-6141,Miami,"972 Northwest 66th Avenue, Miami, Florida",-80.30326,25.77206,240970.89,Food Chemist,,,Client,4781,972,Russia
62-3876547,Skippy,Galpen,Skippy Galpen,sgalpennk@stumbleupon.com,714-592-2280,Miami,"946 Northeast 7th Street, Miami, Florida",-80.19165,25.78096,165842.35,Analyst Programmer,,,Client,4559,946,United States
43-1699977,Gordie,Peealess,Gordie Peealess,gpeealessnl@google.it,919-921-2422,Cutler Bay,"1620 Belview Lane, Cutler Bay, Florida",-80.36267,25.58495,314504.75,Programmer Analyst II,,,Client,18,1620,United States
83-8016298,Tris,Habgood,Tris Habgood,thabgoodnm@wikia.com,921-688-3853,Fort Lauderdale,"825 Northeast 58th Court, Fort Lauderdale, Florida",-80.11569,26.20013,298350.98,Product Engineer,,,Client,2489,825,North Korea
60-5403583,Esra,Breslau,Esra Breslau,ebreslaunn@rambler.ru,718-373-1944,Miami,"292 Southwest 40th Avenue, Miami, Florida",-80.26153,25.76777,187887.7,Help Desk Technician,,,Client,5041,292,United States
25-6825474,Tremain,Standrin,Tremain Standrin,tstandrinno@etsy.com,946-464-8003,Deerfield Beach,"1171 Southwest 29th Avenue, Deerfield Beach, Florida",-80.14386,26.29967,153088.57,Tax Accountant,,,Client,948,1171,North Korea
36-2716886,Martino,Downs,Martino Downs,mdownsnp@printfriendly.com,192-521-2744,Kendall,"1286 Southwest 99th Terrace, Kendall, Florida",-80.36581,25.67656,433754.76,Recruiter,,,Client,4234,1286,China
32-4106159,Giffer,Guinn,Giffer Guinn,gguinnnq@discovery.com,452-913-3865,Delray Beach,"722 Northwest 20th Avenue, Delray Beach, Florida",-80.09389,26.48057,221668.88,Environmental Specialist,,,Client,1530,722,Russia
28-0045958,Carlyle,Gallegos,Carlyle Gallegos,cgallegosnr@etsy.com,536-138-7570,Delray Beach,"1634 Avenue Chaumont, Delray Beach, Florida",-80.11375,26.47148,155593.41,Clinical Specialist,,,Client,1095,1634,North Korea
38-0053505,Herschel,Mattea,Herschel Mattea,hmatteans@redcross.org,904-759-5853,Pinecrest,"595 Palmetto Expressway, Pinecrest, Florida",-80.31470,25.68039,294066.16,Marketing Assistant,,,Client,5851,595,United States
35-9133967,Laird,Konke,Laird Konke,lkonkent@google.nl,800-630-9646,Delray Beach,"1311 Lemon Tree Terrace, Delray Beach, Florida",-80.09886,26.44265,240298.96,Design Engineer,,,Client,1400,1311,France
60-4353906,Solly,Kerins,Solly Kerins,skerinsnu@psu.edu,690-332-6648,Delray Beach,"508 Southeast 6th Street, Delray Beach, Florida",-80.06791,26.45253,91184.27,Account Executive,,,Client,1733,508,North Korea
42-0033902,Nehemiah,Packham,Nehemiah Packham,npackhamnv@cornell.edu,607-120-9335,Deerfield Beach,"1866 Southwest 44th Way, Deerfield Beach, Florida",-80.16436,26.30182,446714.64,Senior Developer,,,Client,978,1866,United States
34-2712665,Jon,Dobkin,Jon Dobkin,jdobkinnw@home.pl,217-607-2307,Delray Beach,"1635 Central Avenue, Delray Beach, Florida",-80.07212,26.44458,215715.52,Community Outreach Specialist,,,Client,1167,1635,United States
55-4820259,Laughton,Springett,Laughton Springett,lspringettnx@reverbnation.com,666-865-4406,Homestead,"634 Southeast 1st Drive, Homestead, Florida",-80.47562,25.46804,238594.22,Marketing Manager,,,Client,3527,634,Russia
16-6580775,Abbott,Chrestien,Abbott Chrestien,achrestienny@google.pl,725-502-1193,Deerfield Beach,"496 Oakridge Court, Deerfield Beach, Florida",-80.14125,26.30674,380349.63,Recruiter,,,Client,768,496,United States
21-9673749,Mack,Clearley,Mack Clearley,mclearleynz@forbes.com,753-954-1935,Delray Beach,"1565 Southeast 5th Avenue, Delray Beach, Florida",-80.06791,26.45253,290873.7,Account Executive,,,Client,1730,1565,United States
65-6894673,Bertram,Popham,Bertram Popham,bpophamo0@pcworld.com,302-359-1077,Miami,"1445 Wa Kee Na Drive, Miami, Florida",-80.22377,25.74457,256447.3,Actuary,,,Client,5137,1445,United States
06-4963050,Zack,Venners,Zack Venners,zvennerso1@alibaba.com,172-725-8855,Cutler Bay,"1692 Southwest 85th Pass, Cutler Bay, Florida",-80.32907,25.57204,112286.83,Social Worker,,,Client,271,1692,United States
55-6786747,Wendall,McConachie,Wendall McConachie,wmcconachieo2@w3.org,770-735-0174,Edgewater,"889 South Park Place, Edgewater, Florida",-80.90499,28.99175,106862.28,Professor,,,Client,2111,889,North Korea
47-2385084,Talbert,Le Grove,Talbert Le Grove,tleo3@salon.com,776-983-8205,Deerfield Beach,"448 Northwest 8th Lane, Deerfield Beach, Florida",-80.13527,26.28165,427974.88,Structural Analysis Engineer,,,Client,762,448,France
00-9296505,Creigh,Walaron,Creigh Walaron,cwalarono4@latimes.com,770-466-9479,Fort Lauderdale,"1707 Intracoastal Drive, Fort Lauderdale, Florida",-80.10772,26.15241,264623.4,Electrical Engineer,,,Client,2265,1707,United States
73-2107284,Hasheem,Giannassi,Hasheem Giannassi,hgiannassio5@ifeng.com,248-443-9525,Deerfield Beach,"735 Southwest 44th Terrace, Deerfield Beach, Florida",-80.16414,26.29989,144159.82,Research Nurse,,,Client,977,735,North Korea
25-3615939,Alley,Frobisher,Alley Frobisher,afrobishero6@simplemachines.org,442-259-2374,Kendall,"1933 Southwest 122nd Lane, Kendall, Florida",-80.34525,25.65576,272588.92,Account Coordinator,,,Client,3968,1933,Russia
75-2217992,Gris,Bridgement,Gris Bridgement,gbridgemento7@canalblog.com,363-603-5966,Fort Lauderdale,"175 Southeast 5th Street, Fort Lauderdale, Florida",-80.14303,26.11625,439179.7,Information Systems Manager,,,Client,2886,175,North Korea
27-0819133,Merrick,Chamberlayne,Merrick Chamberlayne,mchamberlayneo8@soundcloud.com,709-893-8685,Fort Lauderdale,"1820 Northwest 10th Way, Fort Lauderdale, Florida",-80.15811,26.18370,233655.07,General Manager,,,Client,2529,1820,North Korea
